Words,Count
dīvānoñ,227
qurbat,227
ḳhvāñ,227
tayyār,227
takmīl,226
pilā,226
rahiye,226
ḳhema,226
sonā,225
taarā,225
baḌhtī,225
tahī,225
takalluf,225
banānā,225
bharosa,225
daraḳhtoñ,225
gudāz,225
ḳhasta,225
muġhāñ,224
bolte,224
maqsūd,224
chhupā.e,224
Duube,224
subuk,224
dāmān,224
turbat,224
azmat,223
insāf,223
kārobār,223
chaḌhā,223
qaul,223
māthe,223
rakhe,223
churā,223
charāġhāñ,222
ridā,222
chhūT,222
ehtimām,222
Dūbne,222
pare,221
kārī,221
dekhegā,221
ḳhūb,221
qāmat,221
chashma,221
reg,221
habāb,221
muft,220
binā,220
bhed,220
numūd,220
tasallī,220
piine,220
bahte,219
gahrī,219
chuur,219
havās,219
dān,219
nīche,219
dhīre,219
ulajh,219
lauh,219
duurī,218
nizām,218
māñgtā,218
hoñgī,218
palak,217
uḌte,217
sah,217
baam,217
gahrā.ī,216
so.e,216
ḳhanda,216
rifāqat,216
bīnā.ī,216
oḌh,216
baḳhsh,216
jānī,216
khāne,216
ḳhvāh,216
taarī,215
marhala,215
sunñe,215
vaah,214
anjum,214
qurbān,214
qarya,213
mo'atabar,213
aasrā,213
martā,213
duāoñ,213
bezār,213
vasf,213
shāh,212
ḳhūbī,212
mileñge,212
amn,212
taaq,211
dikhā.e,211
fishāñ,211
parvā,211
mahram,211
pareshānī,211
milegī,211
legā,211
kānoñ,210
jīvan,210
'hasan',210
andesha,210
ġhulām,210
safīna,210
nashtar,210
karbalā,210
kushta,210
abad,210
bhūlā,210
paane,210
chāheñ,210
puurā,209
ārā.ī,209
vafāoñ,209
aḳhbār,209
rauzan,209
pahāḌ,208
hañsne,208
tabāhī,208
achānak,208
naḳhl,208
muTThī,208
badlī,208
maat,208
vāsta,208
rishtoñ,208
nāḳhudā,208
bigaḌ,208
silsile,208
khaa.ī,208
arbāb,208
masrūf,207
basta,207
salīqa,207
ḳhum,207
hasīnoñ,207
pichhle,207
luT,207
savāb,207
dastaras,206
tīra,206
naqd,206
lījiye,206
vāqi.a,206
siyāsat,206
mū,206
marzī,206
labī,205
chamkā,205
pheñk,205
tham,205
taklīf,205
āvārgī,205
ḳhatar,204
sahāre,204
taslīm,204
ādam,204
karnī,204
mustaqil,204
bedād,204
laḳht,204
hijrat,204
shādāb,204
logo,204
shā.erī,204
guzarnā,204
kām,203
bose,203
nikalne,203
dho,203
safed,203
nāhaq,203
asbāb,203
saroñ,203
talḳhī,202
nashe,202
ehsāñ,202
aa.uuñ,202
harām,202
pāband,202
jaldī,202
nek,202
shahroñ,202
raqam,202
tapish,201
fidā,201
kināra,201
ul,201
marīz,201
nañg,201
aahoñ,201
lagāne,200
ḳhuld,200
niklegā,200
ūñchā,200
āstīñ,200
hausle,200
tevar,200
jāneñ,200
nikaltī,200
laḌkī,200
sho.aloñ,199
uThānā,199
chāho,199
barsā,199
samundaroñ,199
pāmāl,199
Dūbte,199
mājrā,199
utarne,199
girī,198
baḌhtā,198
dobāra,198
ehtiyāt,198
jald,198
aafat,198
maraz,198
chalan,198
tuur,197
sheva,197
maah,197
tohmat,197
samā.at,197
peḌoñ,197
ḳhūbāñ,197
vābasta,197
bante,196
rakhiye,196
pursish,196
ġhunche,196
diije,196
chun,196
dāna,195
aamad,195
nādān,195
sarāboñ,195
muztar,195
rukā,195
bichhḌe,194
baḌhī,194
farz,194
mushtāq,194
nāshād,194
gumbad,194
savār,194
guzārā,194
hāzir,194
partav,194
bevafā.ī,194
bekār,193
mīnā,193
āsmānoñ,193
rāheñ,193
mahr,193
rābta,193
'nasīm',193
bebasī,193
jalāyā,193
kushī,193
uḌaan,193
bālā,192
utārā,192
pindār,192
phuuT,192
jāgtā,192
likhī,192
chhā.ī,192
mudāvā,192
māñgā,191
gām,191
parast,191
Thikāne,191
kamān,191
gird,191
tund,191
bech,191
mom,190
said,190
kitāboñ,190
shahīd,190
bā.is,190
dafn,190
āñdhiyoñ,190
gavāh,189
ulaT,189
bichhaḌne,189
minnat,189
rog,189
dikhāyā,189
lahad,189
hādisa,189
talātum,189
nikalnā,188
bujhī,188
shorish,188
soyā,188
pāniyoñ,188
daar,188
yaas,188
jam.a,188
bārhā,187
farishte,187
ThanDī,187
pā.ī,187
'mohsin',187
dildār,187
mānūs,187
gunāhoñ,187
darmiyān,187
pahlā,187
shi.ār,187
baham,187
vaz.a,187
mahmil,187
mehrāb,187
guuñj,187
jāvedāñ,187
chehrā,186
Dhale,186
jāda,186
baa.is,186
tazkira,186
āriz,186
kashtiyāñ,186
tamāshā.ī,186
ḳhalāoñ,186
taḳhlīq,186
malāmat,186
saikḌoñ,186
safīne,186
riñd,186
nikālā,186
iltijā,185
mash.hūr,185
sūkhe,185
ās,185
ma.ashūq,185
dozaḳh,185
ḳhazāna,185
qarārī,185
shāna,185
phūñk,185
saat,185
var,185
talabgār,185
ḳhazāne,184
mo'tabar,184
jhagḌā,184
ragoñ,184
bikhrī,184
siyāhī,184
uñgliyāñ,184
baazī,184
chuum,184
laġhzish,184
rizq,183
bāb,183
girte,183
sham.eñ,183
gañvā,183
kākul,183
qasr,183
vādī,183
majlis,183
sannāTe,183
badaltī,183
gahre,183
hama,183
bāvajūd,182
mard,182
unvān,182
siikh,182
sat.h,182
paḌte,182
gumānī,182
sāqiyā,182
'shāhid',182
idrāk,181
tavajjoh,181
darmāñ,181
pahan,181
jabīn,181
sheroñ,181
sahl,181
ḳhānoñ,181
nazm,180
kāñTā,180
sarkār,180
tavīl,180
sarshār,180
shanāsā.ī,180
mehnat,180
faroġh,180
ārā,180
khulte,180
bande,180
rutoñ,180
raqsāñ,179
uzr,179
dīvāreñ,179
barahna,179
rindoñ,179
sahrāoñ,179
jhūTī,179
maqsad,179
likhtā,179
shahādat,179
baḌhe,179
majbūrī,178
mal,178
harīm,178
tanhā.iyoñ,178
faqīroñ,178
baḳhshā,178
āzādī,178
barse,177
la.al,177
mehrbānī,177
pai,177
ḳhad,176
vāda,175
diip,175
lagā.ī,175
poshīda,175
sunāne,175
ulTā,175
bechain,175
dastūr,174
chaliye,174
baazū,174
evaz,174
intiḳhāb,174
gulsitāñ,174
al,174
sarf,174
fard,174
maulā,174
āshob,174
sunsān,174
nukta,174
uḌī,174
dīñ,174
'riyāz',173
dikhātā,173
bhale,173
dikhāte,173
kūza,173
uqda,173
naġhme,173
darīcha,173
bātil,173
khāte,173
hazīñ,172
izn,172
hādse,172
rakkho,172
pashemāñ,172
sahn,172
maz.hab,172
khilte,172
dekhtī,172
dhanak,171
māñgte,171
tā.ir,171
numā.ī,171
ḳhushiyoñ,171
sāzish,171
mālik,171
musalmāñ,171
zīnat,171
ehtirām,171
Dubo,171
peshānī,170
rāhbar,170
afsurda,170
havādis,170
Duubī,170
sīkhā,170
kasī,170
hirs,170
ujḌe,170
sambhāle,170
uThāte,170
tesha,169
ma.āl,169
lā.ūñ,169
añgḌā.ī,169
jaras,169
shams,169
surḳhī,168
sharārat,168
saa.at,168
jāma,168
hājat,168
sā.ebāñ,168
kāmyāb,168
mashq,168
ūñchī,168
nikāle,168
jiye,168
pyārī,168
shāhid,168
bāham,168
bikharne,168
sitārā,167
panchhī,167
dikhāne,167
mohlat,167
sarmāya,167
karishma,167
sāthī,167
bahar,167
taqsīm,167
vaqār,167
jiitā,167
rakhne,167
guzishta,167
rubā,167
Dhalte,166
zā.iqa,166
'hafīz',166
laa.eñ,166
sabāt,166
kiiñ,166
mileñ,166
sairāb,166
kāsa,166
tavāf,166
munavvar,166
yaqīnan,166
sipar,166
sabaq,166
tajraba,166
'munīr',165
sarhad,165
uljhan,165
mujrim,165
aazmā,165
mafhūm,165
Thikānā,165
titlī,165
baabā,165
ḳhāshāk,164
shikve,164
uThne,164
lahroñ,164
takrār,164
sajā.e,164
phailī,164
maal,164
uryāñ,164
palkeñ,163
aapas,163
vaadī,163
sachchā.ī,163
gunah,163
na.iiñ,163
banā.ī,163
sadaf,163
kasrat,162
masīhā.ī,162
Dhab,162
nazāre,162
maidān,162
rotī,162
mansūr,162
likhte,162
sahbā,162
piye,162
dīvān,162
'sirāj',162
āshiqoñ,161
kohsār,161
bharne,161
ā.ūñgā,161
salīb,161
tabhī,161
socho,161
laatā,161
haa.il,160
laao,160
makānoñ,160
samajhne,160
aadhā,160
uljhe,160
haif,160
dūsroñ,160
bāñdhā,160
jhuum,160
sāneha,160
chakkar,159
kaale,159
joḌ,159
jaagā,159
pairoñ,159
karvaT,159
ibārat,159
vaisā,159
adāvat,159
toḌā,159
lūñgā,159
rahguzār,159
batā.e,158
maiḳhāne,158
taras,158
sukh,158
rañgat,158
mā,158
pyārā,158
begāne,158
baḳhshī,158
dilā,158
qaabū,158
pahroñ,157
tinke,157
jhoñke,157
nuqsān,157
hikāyat,157
sochnā,157
god,157
dhar,157
fuzūl,157
mohtasib,157
chamaktā,157
safā,157
musht,157
zeb,157
bhīgī,157
bachcha,157
pyāse,156
laal,156
chhoTī,156
likhe,156
Dher,156
safā.ī,156
rihā,156
ojhal,156
sāhiloñ,156
utartā,156
hanūz,156
māl,156
bujhte,156
ḳhās,155
madad,155
bātin,155
murda,155
zebā,155
baġhal,154
afkār,154
kuhan,154
zulfeñ,154
karda,154
sarī,154
samjheñ,154
tārīkī,154
mare,154
sapne,154
saudā.ī,154
azāb,154
gaah,153
fānī,153
asīrī,153
lagānā,153
zo.am,153
qaa.il,153
kaifiyat,153
kho.e,153
dā.ere,153
tāj,153
bādbāñ,153
dauḌ,152
shanāsā,152
bastiyāñ,152
shā.er,152
jazboñ,152
kohkan,152
maġhrūr,152
maa.il,152
nigāhī,152
mā.il,152
markaz,152
bāzī,152
piite,151
bhuuk,151
gashta,151
darūñ,151
dhaḌaktā,151
kināroñ,151
rivāyat,151
karegī,151
nazākat,151
manāzir,151
pattā,150
alāva,150
bayānī,150
hasratoñ,150
yārāñ,150
darbār,150
dhuum,150
rastoñ,150
utnā,150
ḳhvāhisheñ,150
uḌne,150
harī,150
habs,150
sa.ī,150
shaġhl,150
bujhāne,150
paḌhā,150
sulagtī,149
sauġhāt,149
farozāñ,149
muztarib,149
'shakīl',149
bolo,149
e.ajāz,149
gil,149
kaheñge,149
rahūñgā,149
sā.at,149
mahdūd,149
sako,149
bure,149
raqīboñ,149
gulū,149
kaliyāñ,149
baT,148
dilkash,148
lahza,148
haat,148
ghuT,148
sulūk,148
chaukhaT,148
ta.ajjub,148
DhūñDhtī,148
anjān,148
gardūñ,148
mohr,148
ravī,148
ḳharābī,148
nauha,148
lai,148
ruke,148
jaave,147
shifā,147
taqrīr,147
sāñseñ,147
gusār,147
ijz,146
'farāz',146
ġhash,146
pāk,146
nādānī,146
bahisht,146
hāfiz,146
muḳhtalif,146
bichhā,146
vabāl,146
mauqūf,146
ḳharābe,145
likhūñ,145
āshnā.ī,145
ibrat,145
taqsīr,145
māñgī,145
nikhar,145
sadī,145
fat.h,145
sharh,145
Thokareñ,145
raḳht,145
uTThī,145
aaseb,145
kyūñ,145
hifāzat,145
poshāk,145
vā.iz,144
'hasrat',144
qibla,144
'razā',144
jazā,144
bhartā,144
ram,144
mushk,144
iḳhlās,144
ḳhidmat,143
ġharīboñ,143
burā.ī,143
bijliyāñ,143
sharār,143
hadīs,143
nafs,143
dariyāoñ,143
inheñ,142
shuda,142
jāgtī,142
rakho,142
ujaḌ,142
chhalak,142
nuqūsh,142
labrez,142
pārsā,142
ġhazāl,142
shagufta,141
bhaag,141
bharosā,141
jhūTe,141
jhāñk,141
hare,141
darvesh,141
aadhī,141
bilkul,141
giryāñ,141
āmāda,141
ḳhām,141
kushāda,141
gavāhī,141
'asar',141
paak,141
khole,141
mansūb,141
kabūtar,141
nāyāb,140
amānat,140
dhund,140
lagīñ,140
dhoke,140
mol,140
nishāna,140
savād,140
kyūñki,140
paimān,140
jag,140
ḳharābāt,140
lamhāt,140
saḌak,140
samajhnā,139
bujhtī,139
ilāj,139
dā.era,139
amīr,139
baañT,139
hoshiyār,139
bāñhoñ,139
itaab,139
barahman,138
goī,138
oḌhe,138
hañgām,138
tifl,138
muzhda,138
bahāreñ,138
ghaat,138
nāḳhun,138
dhaḌkā,138
lagāte,138
ḳhushiyāñ,138
dikhlā,138
nosh,138
āmad,138
mudām,138
fahm,138
darīchoñ,138
jāgīr,138
tauqīr,138
rahzan,137
araq,137
bolne,137
janam,137
vaqf,137
baġhāvat,137
chhoTā,137
kaliyoñ,137
des,137
ta.alluqāt,137
'shamīm',137
iid,137
chhupāne,137
bigḌī,137
soḳhta,137
chhupe,137
ālām,137
mahrūmī,137
laḌ,136
ras,136
gaahe,136
ġhazleñ,136
chhāle,136
kirnoñ,136
surma,136
tujhī,136
dabā,136
ramz,136
pūchhnā,136
ḳhatra,136
pardā,136
kul,136
āfrīñ,135
rañgīn,135
chauñk,135
hādsa,135
unhī,135
muskurāne,135
utrī,135
salīqe,135
maanī,135
zamānoñ,134
uḌe,134
jhukā.e,134
āñdhiyāñ,134
'nadīm',134
takte,134
Dhañg,134
bo,134
bhalī,134
pakaḌ,134
tanz,134
uḌtā,134
hilā,134
inhīñ,134
"hai,",134
dopahar,134
bādaloñ,134
dukhoñ,134
marhale,134
likhne,133
rokā,133
bastiyoñ,133
dahshat,133
kaañp,133
niDhāl,133
shāne,133
baḌhte,133
zamīnoñ,133
likkhūñ,133
bahs,133
sīm,133
khātā,133
raftagāñ,133
huur,133
ġhamza,132
Thikāna,132
nāloñ,132
mauja,132
lakīr,132
qasd,132
farāz,132
sunāte,132
diin,132
uḌāne,132
paroñ,132
aariz,132
agle,132
ḳhayālāt,132
suukh,132
uThātā,132
machal,132
jañgaloñ,132
nikālī,132
sakeñ,131
paa.eñ,131
'arsh',131
likkhī,131
hudūd,131
tabdīl,131
kun,131
liije,131
likkhe,131
TūTte,131
sāñche,131
zo.af,131
shaidā,131
mustaqbil,131
bāloñ,131
mastāna,130
tartīb,130
zunnār,130
sadāqat,130
davām,130
maujeñ,130
qaidī,130
Takrā,130
dars,130
chor,130
nasīhat,130
parchhā.īñ,130
habīb,130
pahchāne,129
sulh,129
me.aar,129
bil,129
muaaf,129
barastī,129
khoj,129
pāoge,129
hañsā,129
garebān,129
hukūmat,129
balā.eñ,129
nit,128
'ḳhālid',128
nāvak,128
phirī,128
titliyāñ,128
zamāñ,128
dānish,128
neze,128
bhej,128
martaba,128
tāzgī,128
buzurgoñ,128
andhā,128
tārīf,128
rulā,128
hisī,128
sakegā,128
pā.emāl,128
taḳhayyul,128
pukārtā,128
parcham,127
firdaus,127
ghaTā.eñ,127
bejā,127
niyyat,127
pairāhan,127
'ātish',127
khīñchtā,127
paḌhte,127
hadaf,127
dalīl,127
tarīq,127
quvvat,127
guzāre,127
rafīq,126
chaḌh,126
unvāñ,126
paimāñ,126
sā.ebān,126
natīja,126
māzī,126
lipTī,126
mehvar,126
jāntī,126
kushā,126
jaano,126
zahmat,126
sikhā,126
'sahar',126
sotā,126
hañstī,126
biThā,125
urdu,125
āhañg,125
maddham,125
mehñdī,125
pukāre,125
andalīb,125
figār,125
farishtoñ,125
kausar,125
girne,125
khet,125
ishāroñ,125
imārat,125
ujaaḌ,125
pyāsī,124
kisht,124
jamī,124
'jāved',124
paḌhtā,124
munāsib,124
tavaqqo,124
niiñ,124
ustād,124
badalnā,124
TūTtā,124
bhiik,124
haarā,124
fankār,124
saut,124
ḳhāliq,124
tulū,124
saḌkoñ,123
kaThin,123
parā.e,123
bhes,123
'ziyā',123
bāñkpan,123
zuleḳhā,123
kājal,123
vale,123
lihāz,123
nāb,123
roke,123
masā.il,123
bhaḌak,123
chhoḌo,123
sachchā,123
ḳhūgar,123
lakīreñ,123
mazmūn,123
chhāyā,123
galā,123
TūTne,123
kahūñgā,123
muusā,123
taan,123
parvar,123
Dūbtā,123
ḳhayālī,123
bharte,123
bujhne,123
ra.anā.ī,123
samay,123
'nāsir',122
girtī,122
tumhī,122
uThā.ī,122
ġhazloñ,122
hūr,122
āgāh,122
khīñchā,122
sahāb,122
ghane,122
muḳhālif,122
sunā.e,122
betābī,122
jalānā,122
ghuTan,122
ālūda,122
āshiyāne,122
mo.ajiza,121
bārī,121
kapḌe,121
chāhatoñ,121
tāq,121
jazīre,121
afshāñ,121
bik,121
farmā,121
sharmsār,121
pahre,121
pūchhne,121
'anvar',121
gunāhgār,120
raam,120
dūsrī,120
Dhaal,120
jhankār,120
uljhī,120
pastī,120
chhupāyā,120
'sabā',120
bojhal,120
farosh,120
niyāzī,120
jhūTā,120
gulchīñ,120
nihāyat,119
muflisī,119
hasrateñ,119
manāne,119
DhūñDā,119
amaañ,119
'qamar',119
'sājid',119
paatī,119
suhānī,119
aaheñ,119
bagūle,119
nikleñ,119
ārā.ish,119
nagrī,119
bahāl,119
muskurāte,119
auj,119
ravāna,119
vahdat,118
ā.inoñ,118
numā.ish,118
imtiyāz,118
chhuḌā,118
nibāh,118
kījiyegā,118
māntā,118
ḳharīd,118
jhukī,118
lagne,118
jismoñ,118
'azīz',118
maskan,118
tamannāoñ,118
sivā.e,118
gulābī,118
ḳhairāt,118
majāl,118
faanī,117
muskurā.e,117
takallum,117
dabī,117
chamaktī,117
zau,117
uruuj,117
saffāk,117
dukāñ,117
peT,117
larzāñ,117
lagegā,117
lauTā,117
chheḌā,117
sochoñ,117
muflis,117
utartī,117
āsūda,117
kachche,117
in.aam,117
hasb,117
batāyā,117
āḳhirash,117
sūrateñ,117
bebāk,116
chamke,116
tasḳhīr,116
jalāte,116
bul,116
bahal,116
kaleja,116
pa.e,116
sarsabz,116
pā.egā,116
jiyā,116
chalūñ,116
uThāo,116
gulāboñ,116
ḳhushbuoñ,116
munsif,116
ḳhandāñ,116
hañsnā,116
musavvir,116
sajan,116
kas,116
laḌā.ī,115
Dhaltā,115
dukān,115
nihāl,115
badaulat,115
mudda.ī,115
piitā,115
payambar,115
taaj,115
chhupānā,115
bulāyā,115
va,115
duhā.ī,115
or,115
qanā.at,115
dekhūñgā,115
sulag,115
jāne,115
bedārī,115
os,115
dostāñ,114
farishta,114
saverā,114
shaah,114
chhuT,114
takiya,114
batāte,114
'salīm',114
'qaisar',114
pā.ūñ,114
chiñgārī,114
makānī,114
ġharībāñ,114
āshiyāna,114
zārī,114
e'timād,114
ghūñT,114
tasalsul,114
tavānī,114
faḳhr,114
kaTtī,113
sikka,113
darī,113
nasl,113
niind,113
mashvara,113
tanhā.iyāñ,113
nāzāñ,113
ubhrā,113
ġhaib,113
ġhārat,113
naza.a,113
halkā,113
uchhāl,113
ḳhvānī,113
aa.iye,113
shorīda,113
intiqām,113
piirī,113
jalāl,113
bandoñ,113
javāz,113
māvarā,113
khone,113
asr,113
uryānī,113
tasvīreñ,112
gūñ,112
bārāñ,112
sikandar,112
sadma,112
sadāoñ,112
mauhūm,112
kāñch,112
ma.arka,112
miTāne,112
taufīq,112
kāvish,112
sā.īñ,112
shādī,112
sulagte,112
raahī,112
ujlat,112
kasak,111
mutrib,111
nabz,111
ishārā,111
sadiyāñ,111
jalnā,111
mahke,111
e.atibār,111
jazīra,111
manā,111
shāḳheñ,111
rakhī,111
'shauq',111
aurāq,111
dāvat,111
halchal,111
dhaar,111
ulTī,111
mand,111
chāragar,111
sāgar,111
pāra,111
nisāb,111
dilbarī,111
TukḌā,111
mazmūñ,111
tābāñ,111
rukī,110
khīñche,110
qaum,110
'hātim',110
jilā,110
naġhmoñ,110
liiñ,110
madār,110
ātishīñ,110
darpesh,110
chamakte,110
nālāñ,110
DhūñDe,110
lakīroñ,110
malbūs,110
ālūd,110
sulagtā,110
aadam,110
raazī,110
sozāñ,110
kaunain,110
andhe,110
lambī,110
arzāñ,109
haare,109
jaanī,109
sināñ,109
rind,109
āshkār,109
madfan,109
riyā,109
yaarī,109
past,109
kañval,109
namnāk,109
dilkashī,109
baarī,109
sāḳhta,109
tauq,109
qaht,108
adhūrī,108
intishār,108
'fānī',108
kahāniyāñ,108
fitne,108
uñglī,108
khultī,108
tāḳhīr,108
barā.e,108
gahāñ,108
nigūñ,108
banñe,108
bīmārī,108
sharāfat,108
itr,108
Darā,108
laanā,108
banjar,108
āvāzeñ,108
misr,108
jīte,108
farār,108
puure,108
sajdoñ,108
ghir,108
vajd,108
milīñ,108
'jalīl',107
sogvār,107
bhūlī,107
bhaTakte,107
khānā,107
'tābāñ',107
āfat,107
jalī,107
tafsīr,107
basīrat,107
pahnā,107
kaaTe,107
batāne,107
nasab,107
dillī,107
TūTtī,107
qayās,107
lagan,106
ġhussa,106
'dāġh',106
tahayyur,106
chīñ,106
'jigar',106
dhāre,106
paikār,106
bachā.e,106
giraft,106
nai,106
tasbīh,106
bajā.e,106
sumbul,106
navāzish,106
miTe,106
nīchī,106
ism,106
pichhlī,106
bīñ,106
bhejā,106
azīz,106
uḌaa.ī,106
uftād,106
tuġhyānī,106
dīn,106
fishānī,105
tab.a,105
til,105
'ārif',105
ḳhirman,105
adā.eñ,105
dhaḌkanoñ,105
pahne,105
kudūrat,105
gile,105
nasīboñ,105
jafāoñ,105
irshād,105
ranjish,105
laḌī,105
nairañg,105
gher,105
samjhāne,105
āfāq,105
bhaTaktā,105
taktā,105
kabāb,104
utāre,104
haqīqatoñ,104
tapāñ,104
'habīb',104
qufl,104
sadme,104
biite,104
rutba,104
chaap,104
alī,104
mīr,104
bhūlne,104
galiyāñ,104
pheñkā,104
chāñdī,104
bhaTke,104
laraz,104
ifshā,104
bhaTkā,104
gāliyāñ,103
taraqqī,103
pusht,103
turfa,103
sauñp,103
suunī,103
besh,103
raz,103
adhūrā,103
Dhalne,103
taak,103
yārān,103
Tal,103
chhūTā,103
kaahe,103
ruktā,103
ḳhvārī,103
vaa.e,103
lail,103
jāh,103
barbādī,103
munkir,103
ne.amat,103
sunātā,103
baḳhshe,103
savere,102
andoh,102
utarnā,102
durust,102
samjhūñ,102
lipTā,102
saa.il,102
pahāḌoñ,102
tamāshe,102
laate,102
kaifiyyat,102
biij,102
ābrū,102
sapnā,102
farāmosh,102
havelī,102
dabe,102
pūchheñ,102
'shahzād',102
ḳhākī,102
mismār,102
utnī,102
jahannam,102
pahchānī,102
faisle,102
aqīdat,102
nāsūr,102
goyā.ī,102
chhoTe,101
ūñche,101
nikhār,101
ghanī,101
bulātā,101
va.adoñ,101
shal,101
taġhayyur,101
bekasī,101
insānoñ,101
savāloñ,101
a.amāl,101
jānāna,101
taḌpā,101
muhīt,101
daraḳhshāñ,101
baap,101
pā.eñge,101
kuuch,101
havāla,101
boltī,101
bai.at,101
raag,100
lahar,100
ghaas,100
subūt,100
goshe,100
zohd,100
lahreñ,100
javān,100
ghirā,100
phaT,100
zarar,100
sharmā,100
khoī,100
bikharte,100
taḌaptā,100
'inshā',100
zindān,100
halkī,100
nahār,100
hamvār,100
bhulāne,100
hinā.ī,99
māroñ,99
nākāmī,99
ḳhasāra,99
jalātā,99
socheñ,99
sharāre,99
kirneñ,99
ḳhajil,99
khulne,99
base,99
'ḳhāvar',99
surāhī,99
dushnām,99
tash.hīr,99
ubhartā,99
chhūne,99
mazlūm,99
nishāne,99
'tābish',99
kunāñ,99
khilā.e,99
chhātī,99
mukar,99
nahr,99
zevar,99
ġhul,99
saman,99
shānoñ,99
tālāb,99
ḳhitāb,99
mehrbān,99
naql,98
kujā,98
āhū,98
khilaune,98
girtā,98
zuhūr,98
lagātā,98
jallād,98
misra,98
rat,98
rez,98
girānī,98
pūchhūñ,98
khiḌkiyāñ,98
umīdoñ,98
gin,98
mas.ale,98
bachāne,97
salāsil,97
sochne,97
husūl,97
safīr,97
bikhartā,97
sakegī,97
āzurda,97
tauhīn,97
ghul,97
ghaav,97
murjhā,97
bañdhe,97
sāmānī,97
dikhānā,97
ḳhvābīda,97
masnad,97
saharī,97
aaoge,97
irfān,97
tābīr,97
yaksar,97
bujhā.e,97
kārvān,97
hādsāt,97
'nasīr',97
banātī,96
qabīle,96
sunā.ūñ,96
thakā,96
shīr,96
nīndeñ,96
uktā,96
roTī,96
darūn,96
mahaktā,96
tarāsh,96
dūr,96
baiThne,96
ta.avīz,96
chuTkī,96
toḌe,96
sahme,96
zāviye,96
'beḳhud',96
zarroñ,96
naved,96
mahakte,96
banegā,96
kamand,96
ugā,95
chilman,95
humā,95
basī,95
mīThī,95
vahshatoñ,95
nārāz,95
kaaTī,95
daf.atan,95
phoḌ,95
shoḳhiyāñ,95
yaktā,95
tinkā,95
qaus,95
gesuoñ,95
'bedār',95
fasurda,95
faqr,95
bhīge,95
daana,95
savārī,95
chhin,95
sochūñ,95
kashkol,95
panja,95
gā,95
mashġhala,95
kholā,94
usuul,94
mub.ham,94
dhueñ,94
bārishoñ,94
khiñch,94
tilismāt,94
ġhālib,94
ujḌā,94
chhupī,94
pahchānā,94
thāme,94
khilaunā,94
harārat,94
thake,94
pazīrā.ī,94
saltanat,94
mansab,94
ḳhudāyā,94
shādmāñ,94
'muztar',94
zanjīreñ,94
gustāḳh,94
divāne,94
ḳhūbsūrat,94
utarte,94
Thaharne,94
nafratoñ,93
sachche,93
qurbāñ,93
alāmat,93
ashjār,93
āvāzoñ,93
fauj,93
laḌte,93
laane,93
islām,93
gasht,93
vāqa.ī,93
sarsar,93
rahbarī,93
zabar,93
sūkhī,93
sānī,93
sīdhī,93
pesha,93
mujassam,93
basant,92
ḳhabarī,92
soī,92
māñgūñ,92
chhurī,92
mahkī,92
kashāñ,92
shukriya,92
ghuum,92
bichhaḌte,92
suunā,92
jaagī,92
bichhḌā,92
ubhre,92
insāniyat,92
isrār,92
dikhāo,92
atrāf,92
milo,92
'āzar',92
irfāñ,92
āsūdgī,92
jazbe,92
tanvīr,92
me.arāj,92
dāġhoñ,92
pul,92
mo.attar,92
Darne,92
pardoñ,92
khāyā,92
bigḌā,92
mizājī,92
nashshe,92
uḌāte,92
āfiyat,91
ta.āruf,91
barhamī,91
'rāhī',91
'rashīd',91
radd,91
parāyā,91
kashoñ,91
'qā.em',91
'qalaq',91
madd,91
inhī,91
hañse,91
qadah,91
Daalo,91
bigḌe,91
barhaman,91
isyāñ,91
pāsbāñ,91
rakhūñ,91
daane,91
mahaktī,91
isti.āra,91
hech,91
qalandar,91
tajassus,91
baḌhne,91
tamāzat,90
nazārā,90
sahmā,90
rahīn,90
bahārī,90
paḌhne,90
nikālo,90
ghaT,90
kohna,90
būd,90
rūThe,90
bādbān,90
'akbar',90
kāñdhoñ,90
dekhoge,90
nagīñ,90
Dhaltī,90
tabīb,90
navardī,90
sarishk,90
dilrubā,90
pāñch,90
lagāo,90
paivand,90
inqilāb,90
yaanī,90
mutlaq,90
talḳhiyāñ,90
ḳhūnīñ,90
āsmānī,90
ḳhushā,90
ārzūoñ,90
fazā.eñ,89
daġhā,89
ishva,89
'bismil',89
andhī,89
kaleje,89
sīdhā,89
adālat,89
jhulas,89
'iqbāl',89
marāsim,89
parbat,89
saiñkaḌoñ,89
'az.har',89
parchhā.iyāñ,89
qadīm,89
gaalī,89
muhtāj,89
malūl,89
dhoka,89
armānoñ,89
batānā,89
pārsā.ī,89
kashīd,89
taskīñ,89
garmi,89
dikhā.ūñ,89
zarb,88
paḌāv,88
jāgnā,88
nāznīñ,88
bhaTaktī,88
hiddat,88
kaTā,88
lucknow,88
tohfa,88
sīmāb,88
naddī,88
harjā.ī,88
rāstā,88
dūd,88
muntashir,88
muskurānā,88
ḳhadd,88
sunā.eñ,88
sāyoñ,88
azaañ,88
vazū,88
sīnoñ,88
ġhurūb,88
hoshyār,88
'zeb',88
nādim,88
dal,88
sunñā,88
kitābeñ,87
qatār,87
ghere,87
patta,87
māñgne,87
ġharqāb,87
bahe,87
miinā,87
sunāyā,87
bhiig,87
mastoñ,87
nāgavār,87
bachī,87
kulāh,87
ḳhatt,87
hañgāme,87
ThanDā,87
